INFO 2025-08-07 18:04:07,424 autoreload Watching for file changes with StatReloader
INFO 2025-08-07 18:16:38,866 basehttp "GET /media/images/vacation_images/paris.jpg HTTP/1.1" 200 321594
INFO 2025-08-07 18:16:38,867 basehttp "GET /media/images/vacation_images/rio.jpg HTTP/1.1" 200 101606
INFO 2025-08-07 18:16:38,873 basehttp "GET /media/images/vacation_images/berlin.jpg HTTP/1.1" 200 221768
INFO 2025-08-07 18:16:38,877 basehttp "GET /media/images/vacation_images/sydney.jpg HTTP/1.1" 200 71862
INFO 2025-08-07 18:16:38,883 basehttp "GET /media/images/vacation_images/losangeles.jpg HTTP/1.1" 200 9832
INFO 2025-08-07 18:16:38,886 basehttp "GET /media/images/vacation_images/buenosaires.jpg HTTP/1.1" 200 625274
INFO 2025-08-07 18:16:38,888 basehttp "GET /media/images/vacation_images/tokyo.jpg HTTP/1.1" 200 569660
INFO 2025-08-07 18:16:38,889 basehttp "GET /media/images/vacation_images/nyc.jpg HTTP/1.1" 200 393340
INFO 2025-08-07 18:16:38,891 basehttp "GET /media/images/vacation_images/medellin.jpg HTTP/1.1" 200 647559
INFO 2025-08-07 18:16:38,905 basehttp "GET /media/images/vacation_images/rome.jpg HTTP/1.1" 200 13448632
WARNING 2025-08-07 18:16:39,075 log Not Found: /favicon.ico
WARNING 2025-08-07 18:16:39,075 basehttp "GET /favicon.ico HTTP/1.1" 404 4788
INFO 2025-08-07 18:17:10,508 basehttp "GET / HTTP/1.1" 200 25794
INFO 2025-08-07 18:17:14,753 basehttp "POST /like/9/ HTTP/1.1" 200 49
INFO 2025-08-07 18:17:26,166 basehttp "GET /logout/ HTTP/1.1" 302 0
INFO 2025-08-07 18:17:26,173 basehttp "GET /login/ HTTP/1.1" 200 3370
INFO 2025-08-07 18:17:27,116 basehttp "GET /login/ HTTP/1.1" 200 3370
INFO 2025-08-07 18:17:27,127 basehttp "GET /static/js/script.js HTTP/1.1" 200 4911
INFO 2025-08-07 18:17:27,127 basehttp "GET /static/css/style.css HTTP/1.1" 200 2429
WARNING 2025-08-07 18:17:27,271 log Not Found: /favicon.ico
WARNING 2025-08-07 18:17:27,271 basehttp "GET /favicon.ico HTTP/1.1" 404 4788
INFO 2025-08-07 18:17:27,423 basehttp "GET /login/ HTTP/1.1" 200 3370
INFO 2025-08-07 18:17:27,434 basehttp "GET /static/js/script.js HTTP/1.1" 200 4911
INFO 2025-08-07 18:17:27,434 basehttp "GET /static/css/style.css HTTP/1.1" 200 2429
WARNING 2025-08-07 18:17:27,519 log Not Found: /favicon.ico
WARNING 2025-08-07 18:17:27,519 basehttp "GET /favicon.ico HTTP/1.1" 404 4788
INFO 2025-08-07 18:17:29,099 basehttp "GET / HTTP/1.1" 302 0
INFO 2025-08-07 18:17:29,104 basehttp "GET /login/?next=/ HTTP/1.1" 200 3370
INFO 2025-08-07 18:17:33,358 basehttp "GET / HTTP/1.1" 302 0
INFO 2025-08-07 18:17:33,363 basehttp "GET /login/?next=/ HTTP/1.1" 200 3370
INFO 2025-08-07 18:17:34,332 basehttp "GET / HTTP/1.1" 302 0
INFO 2025-08-07 18:17:34,339 basehttp "GET /login/?next=/ HTTP/1.1" 200 3370
INFO 2025-08-07 18:17:34,519 basehttp "GET / HTTP/1.1" 302 0
INFO 2025-08-07 18:17:34,526 basehttp "GET /login/?next=/ HTTP/1.1" 200 3370
INFO 2025-08-07 18:18:58,607 basehttp "POST /login/?next=/ HTTP/1.1" 302 0
INFO 2025-08-07 18:18:58,619 basehttp "GET / HTTP/1.1" 200 32342
INFO 2025-08-07 18:19:43,448 basehttp "GET /logout/ HTTP/1.1" 302 0
INFO 2025-08-07 18:19:43,453 basehttp "GET /login/ HTTP/1.1" 200 3370
INFO 2025-08-07 18:29:46,632 basehttp "GET / HTTP/1.1" 302 0
INFO 2025-08-07 18:29:46,635 basehttp "GET /login/?next=/ HTTP/1.1" 200 3370
INFO 2025-08-07 18:29:56,522 basehttp "POST /login/?next=/ HTTP/1.1" 200 3702
INFO 2025-08-07 18:30:00,918 basehttp "POST /login/?next=/ HTTP/1.1" 302 0
INFO 2025-08-07 18:30:00,930 basehttp "GET / HTTP/1.1" 200 32342
INFO 2025-08-07 18:31:01,029 basehttp "GET /edit/1/ HTTP/1.1" 200 6268
INFO 2025-08-07 18:31:08,651 basehttp "GET /edit/2/ HTTP/1.1" 200 6256
INFO 2025-08-30 18:47:27,256 autoreload Watching for file changes with StatReloader
INFO 2025-08-30 18:47:47,668 basehttp "GET / HTTP/1.1" 302 0
INFO 2025-09-01 17:13:02,870 autoreload Watching for file changes with StatReloader
INFO 2025-09-01 17:16:46,761 autoreload Watching for file changes with StatReloader
INFO 2025-09-01 17:16:59,244 basehttp "GET /admin/ HTTP/1.1" 302 0
INFO 2025-09-01 17:16:59,336 basehttp "GET / HTTP/1.0" 302 0
INFO 2025-09-01 17:17:05,738 basehttp "HEAD /login/ HTTP/1.0" 200 0
INFO 2025-09-01 17:35:56,071 autoreload Watching for file changes with StatReloader
INFO 2025-09-01 17:36:02,267 basehttp "HEAD /admin/ HTTP/1.1" 302 0
INFO 2025-09-01 17:36:02,321 basehttp "HEAD /login/ HTTP/1.0" 200 0
